わんりょく	腕力
ひさしぶり	久しぶり
ひざし	陽射し
ひざし	陽射
ひざし	日射し
ひざし	日射
ひざし	日差し
ひざし	日差
ひさし	庇
ひさし	久し
びさい	微細
ひさい	被災
ひざ	膝
ひさ	鬻
ひさ	久
ひごろ	日頃
ひごと	日毎
ひこく	被告
ひごかん	非互換
ひこうじょう	飛行場
ひこうき	飛行機
びこう	尾行
びこう	備考
ひこう	飛行
ひこう	非行
ひごい	緋鯉
ひご	籤
ひご	庇護
ひけんしゃ	被験者
ひけん	比肩
ひけつ	秘訣
ひけつ	否決
ひげき	悲劇
ひげ	鬚
ひげ	髭
ひげ	卑下
ひくめ	低め
ひくつ	卑屈
ひく	低
ひきんぞく	卑金属
ひきんしつ	非均質
ひきん	卑近
ひきわたし	引渡し
ひきわた	引き渡
ひきわけ	引き分け
ひきょり	飛距離
ひきよせ	引き寄せ
ひぎょう	罷業
ひきょう	秘境
ひきょう	比況
ひきょう	卑怯
ひきゃく	飛脚
ひきもど	引き戻
ひきふね	曳舟
ひきはな	引き離
ひきのば	引き伸ば
ひきのば	引き延ば
ひきぬ	引き抜
ひきにく	挽肉
ひきとめ	引き留め
ひきとめ	引き止め
ひきと	引き取
ひきでもの	引出物
ひきつづき	引続き
ひきつづ	引き続
ひきつけ	引き付け
ひきつ	引き継
ひきたて	引立て
ひきだし	引出し
ひきだ	引き出
ひきた	引き立
ひきず	引きず
ひきしめ	引き締め
ひきしま	引き締ま
ひきしお	引き潮
ひきざん	引算
ひきざん	引き算
ひきさげ	引下げ
ひきさげ	引き下げ
ひきさが	引き下が
ひきさ	引き裂
ひきさ	引きさ
ひきこ	引き込
ひきがね	引金
ひきがえる	蟇蛙
ひきかえ	引換
ひきかえ	引き返
ひきかえ	引き替え
ひきおろ	引き下ろ
ひきおと	引き落と
ひきうつ	引き写
ひきうつ	引き移
ひきうけ	引受け
ひきうけ	引受
ひきうけ	引き受け
ひきい	率い
ひきあわせ	引き合わせ
ひきあて	引当
ひきあげ	引き揚げ
ひきあげ	引き上げ
ひきあい	引合い
ひきあい	引合
ひきあ	引き合
ひぎ	秘技
ひき	引き
びかん	美観
ひがん	悲願
ひがん	彼岸
ひかん	悲観
ひかり	光
ひからび	干からび
ひがた	干潟
ひがしぐち	東口
ひがしがわ	東側
ひがし	東
ひかげ	日陰
びがく	美学
ひかく	皮革
ひかく	比較
ひがえり	日帰り
ひかえしつ	控室
ひかえ	控え
ひがいしゃ	被害者
ひがい	被害
びか	美化
ひが	僻
ひか	皮下
ひか	光
びえん	鼻炎
ひえこ	冷え込
ひえ	冷え
ひえ	稗
ひうん	非運
ひいろ	緋色
ひいらぎ	柊
ひいまご	曾孫
ひいで	秀で
ひいき	贔屓
ひあい	悲哀
び	美
び	日
ひ	陽
ひ	非
ひ	秘
ひ	碑
ひ	比
ひ	妃
ひ	日
ひ	灯
ひ	弾
ひ	退
ひ	惹
ひ	牽
ひ	干
ひ	火
ひ	曳
ひ	引
はんろん	反論
はんろ	坂路
はんれい	凡例
はんれい	反例
はんれい	判例
はんりょう	半量
はんりょ	伴侶
はんらん	氾濫
はんらん	反乱
はんらく	反落
ばんらい	万雷
はんよう	汎用
ばんゆう	万有
はんもん	煩悶
はんもん	反問
はんもと	版元
はんもく	反目
はんも	繁茂
ばんめん	盤面
はんめん	反面
はんめん	半面
はんめい	判明
ばんみん	万民
はんみょう	斑猫
はんみ	半身
はんぼう	繁忙
はんべつ	判別
ばんぺい	番兵
はんぶん	半分
ばんぶつ	万物
はんぷく	反復
はんぷ	頒布
はんぴれい	反比例
はんはん	半々
はんぱつ	反発
ばんぱく	万博
はんばいき	販売機
はんばい	販売
はんぱ	半端
はんば	飯場
ばんのう	万能
はんのう	反応
ばんねん	晩年
はんね	半値
ばんにん	万人
ばんにん	番人
はんにん	犯人
はんにゅう	搬入
はんにゃとう	般若湯
はんにゃ	般若
はんにち	反日
はんにち	半日
はんとし	半年
はんどく	判読
はんとき	半時
はんとうめい	半透明
はんどうたい	半導体
ばんとう	番頭
はんどう	反動
はんとう	半島
はんと	版図
はんてん	斑点
はんてん	反転
はんてい	判定
はんつき	半月
はんちょう	班長
はんちゅう	範疇
ばんちゃ	番茶
ばんち	番地
はんだん	判断
はんだくおん	半濁音
ばんだい	番台
はんたい	反対
はんそで	半袖
はんそく	反則
ばんそう	伴奏
はんそう	搬送
はんそ	反訴
ばんぜん	万全
ばんせん	番線
はんぜん	判然
ばんせい	蛮声
ばんせい	晩成
はんせい	反省
はんすう	反芻
はんすう	半数
はんしんろん	汎神論
はんしんはんぎ	半信半疑
はんしん	半身
はんしょくち	繁殖地
はんしょく	繁殖
ばんじょう	万丈
ばんじょう	盤上
ばんしょう	万障
はんじょう	繁盛
はんしょう	半鐘
はんしょう	半焼
ばんしょ	板書
ばんしゅん	晩春
はんしゅつ	搬出
ばんじゅく	晩熟
はんじゅく	半熟
ばんしゅう	晩秋
はんしゅう	半周
ばんしゃく	晩酌
はんしゃ	反射
はんしはんしょう	半死半生
はんした	版下
ばんじ	万事
はんじ	判事
はんし	藩士
はんし	半紙
ばんさん	晩餐
はんさよう	反作用
はんざつ	煩雑
はんざつ	繁雑
ばんざい	万歳
はんざい	犯罪
はんさ	煩瑣
ばんこん	晩婚
ばんこっき	万国旗
ばんこく	万国
ばんごう	番号
はんこう	犯行
はんこう	反抗
はんご	反語
はんこ	判子
はんげん	半減
はんけん	版権
はんけん	半券
はんけつ	判決
はんげき	反撃
はんけい	半径
ばんぐみ	番組
ばんきん	板金
はんきょう	反響
はんきゅう	半球
はんぎゃく	反逆
はんき	半期
はんき	半旗
はんかんすう	汎関数
ばんかん	万感
はんかん	反感
はんかつう	半可通
はんがく	半額
はんかく	半角
はんかがい	繁華街
ばんがい	番外
ばんかい	挽回
はんかい	半壊
ばんか	晩夏
ばんか	挽歌
はんか	頒価
はんか	繁華
はんか	汎化
はんえん	半円
はんえい	繁栄
はんえい	反映
はんい	範囲
ばん	盤
ばん	番
ばん	晩
ばん	版
ばん	板
ばん	判
はん	範
はん	藩
はん	班
はん	版
はん	反
はん	半
はん	判
はろう	波浪
はれわた	晴れ渡
はれつ	破裂
はれすがた	晴れ姿
はれぎ	晴れ着
ばれいしょ	馬鈴薯
はれあが	晴れ上が
はれ	晴れ
はれ	晴
はれ	腫れ
はるやすみ	春休み
はるめ	春め
はるか	遥か
はる	春
はりつけ	張り付け
はりだ	張り出
はりこ	張子
はりこ	張り込
ばりき	馬力
はりき	張り切
はりがみ	貼紙
はりがみ	張り紙
はりがね	針金
はりあわせ	張り合わせ
はりあ	張合
はりあ	張り合
ばり	罵詈
はり	玻璃
はり	梁
はり	針
はらんばんじょう	波瀾万丈
はらん	波乱
はらわた	腸
はらぐろ	腹黒
はらいもどし	払い戻し
はらいもど	払い戻
はらいさげ	払い下げ
はらいこ	払い込
ばら	薔薇
はら	孕
はら	払
はら	腹
はら	晴ら
はら	原
はよう	早う
はやめ	速め
はやめ	早め
はやま	速ま
はやま	早ま
はやべん	早弁
はやぶさ	隼
はやばや	早々
はやとちり	早とちり
はやと	隼人
はやて	疾風
はやせ	早瀬
はやし	囃子
はやし	林
はやくち	早口
はやく	端役
はやがてん	早合点
はやおき	早起き
はやうま	早馬
はや	流行
はや	速
はや	早
はや	生や
はや	逸
はもん	破門
はもん	波紋
はもの	刃物
はも	鱧
ばめん	場面
はめん	波面
はめつ	破滅
はめこ	はめ込
はめ	填め
はめ	羽目
はみで	はみ出
はみがきこ	歯磨き粉
はみがき	歯磨き
はまや	破魔矢
はまぐり	蛤
はまき	葉巻
はま	浜
はへん	破片
はべらか	侍らか
はへい	派兵
はべ	侍
はぶり	羽振り
はぶらし	歯ブラシ
はぶ	省
はふ	葬
ばひつ	馬匹
はばひろ	幅広
はばつ	派閥
はばた	羽ばた
はばか	憚
ははおや	母親
ばば	馬場
ばば	婆
はば	幅
はば	阻
はば	巾
はは	母
はねかえ	跳ね返
はね	跳ね
はね	羽根
はね	羽
ばぬし	馬主
はにわ	埴輪
はに	埴
はなれ	離れ
はなれ	放れ
はなやか	華やか
はなや	華や
はなや	花屋
はなむこ	花婿
はなみち	花道
はなみずき	花水木
はなみず	鼻水
はなみ	花見
はなふだ	花札
はなびら	花びら
はなびえ	花冷え
はなび	花火
はなばなし	華々し
はなはだし	甚だし
はなはだ	甚だ
はなどけい	花時計
はなぢ	鼻血
はなたば	花束
はなたかだか	鼻高々
はなぞの	花園
はなしこ	話し込
はなしか	噺家
はなしあい	話合い
はなしあ	話し合
ばなし	話
はなし	話
はなし	噺
はなさき	鼻先
はなざかり	花盛り
はなげ	鼻毛
はなくそ	鼻糞
はないた	花板
はな	話
はな	離
はな	放
はな	鼻
はな	華
はな	花
はどめ	歯止め
はとどけい	鳩時計
ばとう	罵倒
はどう	波動
はとう	波涛
はと	鳩
はてんこう	破天荒
はで	派手
はて	果て
はつろ	発露
はつれい	発令
はつゆき	初雪
はつもうで	初詣
はつめい	発明
はつみみ	初耳
ばっぽん	抜本
はっぽう	発砲
はっぽう	八方
ばつぶん	跋文
はっぷん	発奮
はっぷ	発布
はっぴょうしゃ	発表者
はっぴょうかい	発表会
はっぴょう	発表
はつびょう	発病
はつばい	発売
はっぱ	葉っぱ
はつねつ	発熱
はつに	初荷
はつどう	発動
はっと	法度
はつでんき	発電機
はつでん	発電
はってん	発展
ばってき	抜擢
はっちゅう	発注
はっちゃく	発着
ばっち	バッチ
はったつ	発達
ばっそく	罰則
はっそう	発送
はっそう	発想
はっせい	発声
はっせい	発生
ばっすい	抜粋
はっしんしゃ	発信者
はっしん	発進
はっしん	発疹
はっしん	発振
はっしん	発信
はつじょう	発情
はっしょう	発祥
はっしょう	八章
はっしゃ	発車
はっしゃ	発射
はっし	発止
はっさん	発散
はっこつ	白骨
はっこうしゃ	発行者
はっこう	醗酵
はっこう	発行
はっこう	発効
はつこい	初恋
ばっこ	跋扈
はつげん	発言
はつげん	発現
はっけん	発見
はっけん	発券
はっけっきゅう	白血球
ばつぐん	抜群
ばっくぷろぱげーしょんほう	バックプロパゲーション法
はっくつ	発掘
ばっきん	罰金
はっきん	白金
はっきょう	発狂
はっきゅう	発給
はっきゅう	薄給
はっきゅう	白球
はづき	葉月
はっき	発揮
はつがん	発ガン
はっかん	発刊
はっかく	発覚
はつが	発芽
はつか	二十日
はっか	発火
はっか	薄荷
はつおん	撥音
はつおん	発音
はつえんとう	発煙筒
はついく	発育
ばつ	跋
ばつ	閥
ばつ	罰
ばっ	罰
はつ	発
はつ	初
はっ	発
はちょう	波長
はちめんろっぴ	八面六臂
はちめんたい	八面体
はちみつ	蜂蜜
はちまん	八幡
はちまき	鉢巻き
はちまき	鉢巻
はちぶ	八分
はちく	破竹
ばちがい	場違い
はちうえ	鉢植え
ばち	罰
ばち	鉢
はち	蜂
はち	鉢
はだん	破談
はたん	破綻
はたらきかけ	働きかけ
はたら	働
はだみ	肌身
はたはた	鰰
はたち	二十歳
はたして	果して
はだし	裸足
はだざわり	肌触り
はだざむ	肌寒
ばたけ	畑
はたけ	畠
はたけ	畑
はだぎ	肌着
はだか	裸
はたおり	機織り
はたえ	二十重
はだいろ	肌色
はたいろ	旗色
はだあい	肌合
はだ	膚
はだ	肌
はた	畠
はた	畑
はた	端
はた	機
はた	旗
はた	果た
はそん	破損
はせん	破線
はせん	波線
ばせい	罵声
はせい	派生
はぜ	鯊
はぜ	櫨
はぜ	黄櫨
はせ	馳せ
はずれ	外れ
ばすてい	バス停
はずかしめ	辱め
はずかし	恥ずかし
ばすえ	場末
はすう	端数
はすい	破水
はず	筈
はず	弾
はず	外
はす	蓮
はしわたし	橋渡し
はしりまわ	走り回
はしりぬけ	走り抜け
はしりだ	走り出
はしりこ	走り込
はしりがき	走り書き
はしら	柱
はじょう	波状
ばしょ	場所
はしゅつじょ	派出所
はしゅつ	派出
ばしゃ	馬車
はしゃ	覇者
はじめて	初めて
はじめ	初め
はじめ	始め
はじめ	一
はじま	始ま
はしづめ	橋詰
はしご	梯子
はじい	恥じ入
はじ	恥じ
はじ	恥
はじ	弾
はじ	端
はし	箸
はし	端
はし	走
はし	橋
はさん	破産
はさみこ	挟み込
はさみ	鋏
はざま	硲
はざま	狭間
はざま	間
はさま	挟ま
はざかいき	端境期
はさい	破砕
はさ	挟
はこぶね	方船
はこぶね	方舟
はこぶね	箱船
はこびだ	運び出
はこびこ	運び込
はごいた	羽子板
はこ	箱
はこ	函
はこ	運
ばけん	馬券
はけん	派遣
はけん	覇権
はげま	励ま
はげし	烈し
はげし	激し
ばけがく	化学
はけい	波形
ばけ	化け
はげ	励
はげ	剥げ
はげ	矧げ
はげ	禿げ
はげ	禿
はけ	捌け
はけ	刷毛
はくろん	博論
ばくろ	暴露
はくろ	白露
はぐるま	歯車
はくりょく	迫力
はくり	薄利
はくり	剥離
はくらんきょうき	博覧強記
はくらんかい	博覧会
はくらく	剥落
はくらく	伯楽
はくらい	舶来
ばくやく	爆薬
ばくまつ	幕末
はくまい	白米
はくぼく	白墨
はくぶつし	博物誌
はくぶつかん	博物館
はくぶつ	博物
ばくふ	瀑布
ばくふ	幕府
はくび	白眉
ばくはつ	爆発
はくばい	白梅
ばくは	爆破
はくねつ	白熱
はくどう	白銅
はくちょう	白鳥
はくちゅう	白昼
ばくち	博奕
ばくち	博打
はくち	白痴
ばくだん	爆弾
はくだつ	剥奪
はくだく	白濁
ばくだい	莫大
ばくぜん	漠然
はくせき	白皙
はくせい	剥製
ばくしん	驀進
はくじん	白人
はくしん	迫真
はくしょく	白色
ばくしょう	爆笑
はくじょう	薄情
はくじょう	白状
はくしょ	白書
ばくしゅく	爆縮
はくじゅ	白寿
はくしゅ	拍手
はくじゃく	薄弱
はくしゃく	伯爵
はくしゃ	薄謝
はくしゃ	拍車
はくじつ	白日
はくしき	博識
はくじ	白磁
はくし	白紙
はくし	博士
ばくさい	博才
はくさい	白菜
はくげきほう	迫撃砲
ばくげき	爆撃
はぐく	育
はくがく	博学
はくがい	迫害
はくい	白衣
はくあい	博愛
はくあ	白亜
ばく	縛
ばく	漠
はく	箔
はく	泊
はく	博
はぎれ	端切れ
はぎれ	歯切れ
はきょく	破局
はぎょう	覇業
はきゅう	波及
ばきゃく	馬脚
はきもの	履物
はきだ	吐き出
はぎしり	歯軋り
はぎ	萩
はぎ	矧
はき	破棄
はき	覇気
はがんいっしょう	破顔一笑
はがん	破顔
はかりごと	謀
はかり	秤
はから	計ら
はかまいり	墓参り
はかま	袴
ばかばかし	バカバカし
はかば	墓場
はがね	鋼
はかな	儚
はかど	捗
はかせ	博士
ばかず	場数
はがき	葉書
はかい	破戒
はかい	破壊
ばか	馬鹿
ばか	化か
はが	剥
はか	量
はか	謀
はか	墓
はか	破瓜
はか	測
はか	図
はか	諮
はか	計
はおり	羽織
はえ	蝿
はえ	這え
はえ	生え
はえ	栄え
はえ	映え
はいれつ	配列
はいれつ	排列
はいりょ	配慮
はいりほう	背理法
ばいりつ	倍率
はいりこ	入り込
ばいよう	培養
はいゆう	俳優
ばいやく	売約
はいやく	配役
はいめん	背面
ばいめい	売名
はいぼく	敗北
はいぶん	配分
はいぶつきしゃく	排仏毀釈
はいぶつきしゃく	廃仏棄釈
はいぶつ	廃物
はいふく	拝復
はいふ	配布
はいふ	配付
はいひん	廃品
はいび	配備
はいばん	廃盤
はいはん	背反
はいはん	排反
ばいばい	売買
はいのう	背嚢
はいにん	背任
はいとう	配当
はいでんばん	配電盤
ばいてん	売店
はいでん	配電
はいちょう	拝聴
はいち	配置
はいたつ	配達
ばいたい	媒体
はいたい	敗退
はいた	排他
はいぞく	配属
ばいぞう	倍増
はいそう	配送
はいそ	敗訴
ばいせん	焙煎
はいぜん	配膳
はいせん	配線
はいせん	敗戦
はいぜつ	廃絶
はいせき	排斥
ばいすう	倍数
はいすいのじん	背水の陣
はいすい	配水
はいすい	排水
はいず	這いず
ばいじん	煤塵
ばいしん	陪審
はいじん	廃人
はいじん	俳人
はいしん	背信
ばいしょく	陪食
はいしょく	配色
ばいしょう	賠償
はいじょ	排除
ばいしゅん	売春
ばいしゅん	買春
はいしゅつ	排出
ばいしゅう	買収
ばいしゃく	媒酌
はいしゃく	拝借
はいしゃ	配車
はいしゃ	敗者
はいしゃ	廃車
はいしゃ	歯医者
はいし	廃止
はいざら	灰皿
はいごれい	背後霊
はいごう	配合
はいごう	交配
はいこう	廃鉱
はいこう	廃校
はいご	背後
はいけん	拝見
はいけい	背景
はいけい	拝啓
はいぐうしゃ	配偶者
はいぐう	配遇
はいく	俳句
ばいきん	黴菌
はいきん	背筋
はいぎょう	廃業
